Federal Provider Number,Residents Total Confirmed COVID-19,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total COVID-19 Deaths,No Confirmed COVID-19 Cases among residents,Confirmed COVID-19 Cases among residents (1-<95% Percentile),Confirmed COVID-19 Cases among residents (>=95% Percentile),No Confirmed COVID-19 Cases among staff,Confirmed COVID-19 Cases among staff (1-<95% Percentile),Confirmed COVID-19 Cases among staff (>=95% Percentile),No Confirmed COVID-19 Deaths among residents,Confirmed COVID-19 Deaths among residents (1-<95% Percentile),Confirmed COVID-19 Deaths among residents (>=95% Percentile),No Confirmed COVID-19 Deaths among staff,Confirmed COVID-19 Deaths among staff (>0),Facility size Small (<33% Percentile beds),Facility size Medium (33%-66% Percentile beds),Facility size Large (>66% Percentile beds),Low occupancy rate (<33% Percentile),Medium occupancy rate (33%-66% Percentile),High occupancy rate (>66% Percentile)
155150,0,0,84,39,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
105555,96,5,120,83,61,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
115690,0,0,32,30,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
115670,0,0,102,90,6,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
106072,0,0,104,90,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
105758,2,0,60,51,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145584,0,0,178,99,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
146031,14,2,188,136,16,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105949,4,1,68,38,2,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
145598,0,0,121,87,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
106092,23,0,120,62,4,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
145853,2,0,120,101,8,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
145978,0,0,68,22,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
105852,1,0,120,63,15,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
146148,0,0,64,59,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
115308,0,0,100,72,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
145646,0,0,120,71,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
105404,0,0,60,53,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
145497,0,0,83,59,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
105419,25,0,120,100,23,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
145411,0,0,80,48,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
155041,59,19,126,76,25,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
105538,2,0,120,80,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
115571,82,5,118,91,35,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
145800,1,0,160,118,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
115636,8,0,97,77,7,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
115721,4,0,200,174,11,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145387,0,0,130,95,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
115685,0,0,60,47,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
135081,0,0,68,51,13,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145885,112,18,156,110,35,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
115404,2,0,86,61,11,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
105470,0,0,120,95,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
145735,29,2,309,239,8,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
145244,11,10,313,171,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
145650,46,7,223,119,26,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
146110,0,0,46,35,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
146142,0,0,70,48,6,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145050,31,2,368,270,26,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
145710,1,5,298,149,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
155181,7,3,165,92,4,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
146001,29,14,218,155,12,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
145602,10,3,120,69,3,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
105604,0,0,60,47,4,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
105574,14,0,140,127,9,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145379,5,2,207,142,3,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
115246,42,3,136,88,5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
135052,0,0,117,63,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
146048,0,0,96,55,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
145860,17,5,149,126,18,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105564,0,0,180,174,24,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145818,15,13,130,65,41,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
105684,7,0,120,71,7,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
115596,47,6,136,89,15,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
145660,25,9,120,74,4,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
155070,0,0,141,115,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
14E247,0,0,120,98,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
145726,0,0,110,70,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
14E169,3,6,72,68,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
155154,2,6,130,58,9,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
145476,7,0,113,63,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
106045,3,0,95,76,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
105924,14,8,96,61,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
115275,3,0,138,128,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
115696,0,0,60,53,5,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
105970,2,0,120,103,8,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105484,8,0,180,156,19,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
105473,0,0,150,126,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145612,20,6,97,34,17,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
105550,89,11,180,106,40,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
145268,18,7,314,170,19,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
145937,43,7,213,164,11,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105495,94,8,240,158,36,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
146113,0,0,46,36,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
105462,4,11,155,115,4,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105392,21,4,227,211,50,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
125066,0,0,49,41,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
115501,3,0,68,63,3,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
125026,0,0,157,124,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
105362,3,2,79,54,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
125014,0,0,91,73,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
155053,0,0,98,60,3,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
145903,0,0,116,53,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
155135,12,6,95,57,6,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
105346,0,0,95,85,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
145657,5,5,145,73,9,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
145549,47,3,221,163,33,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
145928,44,5,113,74,39,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
145324,75,12,298,133,20,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105966,1,0,219,127,17,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
105809,0,0,161,139,4,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145739,20,10,376,247,28,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
145450,3,0,300,142,4,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
14E361,0,0,63,38,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
105793,0,0,120,109,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
106048,4,0,120,107,13,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
115368,3,5,159,112,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105622,17,2,194,159,46,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
146174,2,0,23,23,7,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
115099,71,16,84,57,60,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
146042,0,0,90,62,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
106002,1,0,120,101,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
155209,0,0,138,62,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
115612,22,6,126,84,19,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
145027,0,0,149,107,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145952,0,0,79,47,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
145898,3,0,112,91,4,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
135069,0,0,48,40,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
115477,38,9,92,75,21,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
135127,0,0,98,75,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
115546,0,0,40,17,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
105468,4,0,120,103,6,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
135064,0,0,46,32,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
115524,0,0,65,55,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
115289,60,5,116,82,15,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
105744,0,0,60,37,9,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
105965,0,0,129,90,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
135138,0,0,88,51,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
145581,1,0,150,79,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
145384,53,19,128,48,16,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
105816,2,0,120,99,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
125032,0,0,66,59,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
115478,9,0,110,68,10,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
146123,0,0,93,65,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
145343,64,5,190,143,45,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
155143,0,0,104,65,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
105688,67,18,274,188,59,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
135011,0,0,88,80,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
146019,0,0,156,135,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
145618,6,0,272,170,3,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
145008,0,0,72,69,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
155196,0,0,87,76,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
105822,0,0,108,95,5,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105351,7,1,163,138,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
146168,2,0,138,123,4,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
155215,0,0,189,82,78,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
106033,45,0,96,71,36,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
145890,0,0,99,69,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
105610,0,5,120,95,7,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
105601,0,0,97,77,4,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
145271,0,0,92,59,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
125062,0,0,84,59,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
145714,24,9,204,89,6,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
155149,1,1,110,69,3,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
135146,7,0,99,57,6,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
105427,1,3,120,118,16,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
106006,39,4,120,71,17,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
145480,0,0,148,83,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
105465,3,0,180,133,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145222,58,11,115,87,10,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
105499,2,3,117,93,19,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
146139,0,0,99,56,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
155242,52,30,140,101,95,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
106106,6,0,120,102,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105412,3,0,120,51,8,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
115667,0,0,59,46,2,2,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
146131,0,0,35,27,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145637,2,0,54,39,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145443,1,0,115,83,6,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
105955,7,0,45,19,5,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
105438,27,2,120,86,16,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
146165,11,6,36,33,20,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
105506,5,0,154,120,8,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
115654,1,0,167,117,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145591,1,0,108,80,4,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
115293,0,0,122,83,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
145649,0,0,99,71,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
105556,5,0,60,46,43,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
145372,76,26,195,82,51,2,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
145974,56,10,131,84,44,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
135060,0,0,55,21,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
105531,0,0,120,107,5,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
115492,1,0,135,130,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
115387,0,0,104,81,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
106086,13,1,132,90,17,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
115481,45,6,85,66,34,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
145699,10,0,112,89,17,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
145775,77,16,180,124,40,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
105846,0,0,90,84,7,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
115427,27,3,52,33,7,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
105912,0,0,32,21,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
115644,1,0,64,58,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
145946,11,8,198,131,19,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
155156,4,1,180,124,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
115593,26,1,63,49,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
105581,11,13,165,137,16,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105837,7,1,168,119,23,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105765,23,2,120,101,12,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
105732,0,0,62,47,5,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
115561,38,4,144,102,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
106110,0,0,36,35,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
115110,56,4,151,109,23,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
155062,0,0,81,61,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
145878,2,0,209,159,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
105528,27,10,120,89,21,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
115717,41,5,100,73,23,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
145720,0,0,106,89,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
135144,0,0,99,81,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
146098,0,0,98,68,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
105491,3,1,160,143,24,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
146045,0,0,91,55,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
145458,13,4,156,66,10,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
115617,0,0,78,73,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
105568,0,0,103,94,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105479,4,0,118,106,6,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
155232,0,0,75,48,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
146059,1,0,175,95,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
105832,0,0,30,29,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
146068,0,0,106,87,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
145197,2,8,133,107,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
145828,5,11,155,111,19,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
145388,0,0,118,89,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
145336,15,3,221,177,17,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105363,27,6,164,108,18,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
125024,0,0,75,65,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
105903,11,3,120,110,9,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
146088,0,0,83,57,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
145906,0,0,97,78,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
115727,0,0,131,99,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
105430,3,0,180,138,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145414,0,0,91,59,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
155167,2,1,148,94,14,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
145793,0,0,120,51,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
106088,0,0,120,102,5,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
106097,3,0,24,14,3,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145944,0,0,87,45,6,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
146010,0,0,97,72,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
115659,27,9,125,54,20,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
105621,0,0,90,83,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
105795,11,1,120,96,13,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
145936,69,11,104,71,35,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
115688,40,0,117,86,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105354,0,0,185,144,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
105609,1,1,151,130,5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
125010,0,0,117,100,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
105802,0,0,60,30,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
145006,0,0,156,136,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
146100,30,9,71,24,21,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
106081,0,0,90,73,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
115471,0,0,100,87,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
115369,0,0,60,57,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
14E177,2,0,126,102,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145319,0,0,65,55,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
145827,2,0,72,33,13,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
105895,6,0,120,84,24,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
145977,90,31,236,165,27,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
145832,26,9,136,98,9,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
155173,0,0,176,87,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
115697,2,0,120,100,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
135116,0,0,63,39,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
115708,0,0,75,62,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
155153,40,7,153,111,58,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
145126,23,6,96,71,2,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
105433,0,0,180,151,5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
145948,0,0,60,31,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
145981,28,5,94,41,12,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
115691,0,0,56,46,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
145768,0,0,89,64,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
106133,25,7,245,191,25,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
155231,0,0,82,73,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
145403,91,24,217,137,19,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1
145804,0,0,102,101,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
115423,0,0,150,123,63,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
146175,0,0,60,47,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
115461,55,12,124,88,19,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105714,0,0,39,31,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
106043,25,3,118,96,24,3,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
115576,66,6,101,85,12,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
145597,0,0,130,80,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
135111,0,0,29,29,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
115525,5,0,388,288,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
105475,23,9,120,77,26,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
145235,1,0,99,87,11,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
115627,0,0,60,59,3,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
115090,0,0,100,83,6,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
105421,21,3,120,61,14,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
