PROV,paymcaid,multifac,pctwhite_2011p,Low Medicaid share (<Median),High Medicaid share (>=Median),No chain affiliation,Chain affiliation,Low racial or ethnic minority share (<Median),High racial or ethnic minority share (>=Median)
045445,41.89,No,100,1,0,1,0,0,1
045220,62.26,Yes,98.95,1,0,0,1,0,1
045318,60.27,No,96.83,1,0,1,0,0,1
045353,63.93,No,98.39,1,0,1,0,0,1
045303,63.89,No,LNE,1,0,1,0,0,1
045449,75,No,60.34,0,1,1,0,1,0
045365,85.37,No,72.97,0,1,1,0,1,0
045209,59.69,No,95.83,1,0,1,0,0,1
045367,76.56,No,92.86,0,1,1,0,0,1
045442,76.47,No,66.67,0,1,1,0,1,0
045441,50,No,97.83,1,0,1,0,0,1
045306,72.29,No,70.67,0,1,1,0,1,0
045308,61.94,No,92.11,1,0,1,0,0,1
045297,78.57,No,93.48,0,1,1,0,0,1
045313,64.06,No,80.56,1,0,1,0,1,0
045373,55.56,No,96.97,1,0,1,0,0,1
045454,63.95,No,95.95,1,0,1,0,0,1
045342,55.36,No,80.77,1,0,1,0,1,0
04E090,81.82,No,98.28,0,1,1,0,0,1
045366,83.05,No,36.36,0,1,1,0,1,0
045419,37.84,No,93.18,1,0,1,0,0,1
045382,94.12,No,61.22,0,1,1,0,1,0
045216,65.71,No,84.78,0,1,1,0,1,0
045456,70,No,76.56,0,1,1,0,1,0
045322,78.95,No,98.44,0,1,1,0,0,1
045446,80.77,No,57.53,0,1,1,0,1,0
045411,66.67,No,82.5,0,1,1,0,1,0
045195,67.03,No,72.94,0,1,1,0,1,0
045287,60,No,92.31,1,0,1,0,0,1
045371,75,No,93.75,0,1,1,0,0,1
045250,35.48,Yes,100,1,0,0,1,0,1
045246,77.05,No,100,0,1,1,0,0,1
045387,36.7,No,89.72,1,0,1,0,0,1
045301,72.73,No,98.75,0,1,1,0,0,1
045219,85.71,No,19.7,0,1,1,0,1,0
045295,61.11,No,96.92,1,0,1,0,0,1
045244,53.03,No,93.44,1,0,1,0,0,1
045191,28.95,Yes,100,1,0,0,1,0,1
045227,75.36,No,80.6,0,1,1,0,1,0
055001,46.58,Yes,71.93,1,0,0,1,1,0
055002,46.43,No,53.75,1,0,1,0,1,0
055003,86.57,No,91.55,0,1,1,0,0,1
055008,98.95,No,52.94,0,1,1,0,1,0
055011,87.34,No,61.64,0,1,1,0,1,0
055013,84.85,Yes,97.48,0,1,0,1,0,1
055014,48.86,No,49.35,1,0,1,0,1,0
055016,0,No,88.89,1,0,1,0,0,1
055017,90.43,No,80.61,0,1,1,0,1,0
055022,64.71,No,75.51,0,1,1,0,1,0
055028,90.91,No,64.29,0,1,1,0,1,0
055032,77.05,Yes,41.38,0,1,0,1,1,0
055034,88.06,No,90.77,0,1,1,0,0,1
055036,92.45,Yes,LNE,0,1,0,1,0,1
055039,86.67,No,47.25,0,1,1,0,1,0
055041,74.67,Yes,33.33,0,1,0,1,1,0
055042,9.57,No,56.79,1,0,1,0,1,0
055045,8.63,No,19.47,1,0,1,0,1,0
555808,70.87,Yes,71.03,0,1,0,1,1,0
055047,86.54,Yes,52.83,0,1,0,1,1,0
055049,52.5,No,84.21,1,0,1,0,1,0
055052,11.54,No,17.39,1,0,1,0,1,0
055056,65.28,No,22.73,0,1,1,0,1,0
555816,53.7,No,LNE,1,0,1,0,0,1
055060,19.05,No,53.42,1,0,1,0,1,0
055064,62.5,Yes,63.89,1,0,0,1,1,0
055067,76.81,Yes,58.49,0,1,0,1,1,0
055070,78.67,No,42.86,0,1,1,0,1,0
055072,79.8,No,15,0,1,1,0,1,0
055074,78.79,Yes,36.05,0,1,0,1,1,0
055076,56.64,Yes,62.65,1,0,0,1,1,0
055077,73.2,No,44.05,0,1,1,0,1,0
055078,26.83,Yes,47.92,1,0,0,1,1,0
055079,49.61,Yes,84.62,1,0,0,1,1,0
555682,78.21,Yes,79.31,0,1,0,1,1,0
055084,84.71,No,75,0,1,1,0,1,0
055085,65.12,Yes,75,0,1,0,1,1,0
055092,64.81,Yes,82.98,0,1,0,1,1,0
055093,40,Yes,32.61,1,0,0,1,1,0
055099,78.08,Yes,39.39,0,1,0,1,1,0
055104,75.38,Yes,23.73,0,1,0,1,1,0
055105,58.89,No,29.33,1,0,1,0,1,0
055107,76.47,No,65.52,0,1,1,0,1,0
055109,64.86,Yes,90.91,0,1,0,1,0,1
055111,81.11,Yes,16,0,1,0,1,1,0
055114,52.58,Yes,84.34,1,0,0,1,1,0
055115,37.7,No,35.48,1,0,1,0,1,0
055116,54.35,No,47.83,1,0,1,0,1,0
055119,4.44,Yes,63.16,1,0,0,1,1,0
055121,83.96,Yes,56.1,0,1,0,1,1,0
055123,70,No,40,0,1,1,0,1,0
055126,6.93,No,57.78,1,0,1,0,1,0
055129,37.04,Yes,55.56,1,0,0,1,1,0
555834,0,Yes,LNE,1,0,0,1,0,1
055135,56.36,No,84.62,1,0,1,0,1,0
055136,0,No,88,1,0,1,0,1,0
055139,77.65,No,35.44,0,1,1,0,1,0
055141,58.74,No,29.75,1,0,1,0,1,0
055142,67.39,Yes,52.94,0,1,0,1,1,0
055146,30.26,No,46.15,1,0,1,0,1,0
055147,76.3,Yes,50.6,0,1,0,1,1,0
055150,68.54,Yes,62.68,0,1,0,1,1,0
055153,83.15,No,17.44,0,1,1,0,1,0
055155,0,No,71.43,1,0,1,0,1,0
055156,0,Yes,78.79,1,0,0,1,1,0
055157,88.07,No,19.61,0,1,1,0,1,0
055160,70,Yes,42.55,0,1,0,1,1,0
055161,50,No,44.12,1,0,1,0,1,0
055162,74.7,No,0,0,1,1,0,1,0
055163,17.07,No,33.33,1,0,1,0,1,0
055167,70,No,30.14,0,1,1,0,1,0
055168,45.45,No,64.1,1,0,1,0,1,0
055169,68.01,No,89.74,0,1,1,0,0,1
055170,1.1,No,20.24,1,0,1,0,1,0
055173,68.18,No,88.75,0,1,1,0,0,1
055175,31.71,Yes,48.57,1,0,0,1,1,0
05A408,100,Yes,60,0,1,0,1,1,0
055181,2.44,No,LNE,1,0,1,0,0,1
055182,71.81,No,52.9,0,1,1,0,1,0
055183,64.13,No,51.19,1,0,1,0,1,0
055185,40.86,Yes,80.26,1,0,0,1,1,0
055187,53.57,No,29.87,1,0,1,0,1,0
055188,59.04,No,64.86,1,0,1,0,1,0
055189,88.89,No,40.28,0,1,1,0,1,0
055191,63.93,Yes,55.32,1,0,0,1,1,0
055192,46.15,No,86.11,1,0,1,0,1,0
055196,31.37,No,92.16,1,0,1,0,0,1
055199,58.43,No,65.19,1,0,1,0,1,0
055201,85.15,Yes,48.31,0,1,0,1,1,0
055202,96.43,No,LNE,0,1,1,0,0,1
055203,6.59,No,18.75,1,0,1,0,1,0
055204,68.42,Yes,62.16,0,1,0,1,1,0
055206,81.15,No,41.12,0,1,1,0,1,0
055208,85.71,No,95.65,0,1,1,0,0,1
055210,0,Yes,90,1,0,0,1,0,1
055211,84.08,Yes,61.18,0,1,0,1,1,0
055212,67.5,Yes,40,0,1,0,1,1,0
055213,60.13,No,42.36,1,0,1,0,1,0
055215,76.14,Yes,24.14,0,1,0,1,1,0
055222,69.81,Yes,48.98,0,1,0,1,1,0
055223,56,No,82.46,1,0,1,0,1,0
555706,77.92,No,28.17,0,1,1,0,1,0
055237,42.65,Yes,84.91,1,0,0,1,1,0
055239,83.54,No,45.21,0,1,1,0,1,0
055240,91.3,Yes,45.45,0,1,0,1,1,0
055241,77.63,No,59.7,0,1,1,0,1,0
055242,22.22,No,89.13,1,0,1,0,0,1
055247,79.71,Yes,39.06,0,1,0,1,1,0
055249,81.94,Yes,65,0,1,0,1,1,0
055252,42.86,Yes,62.82,1,0,0,1,1,0
055253,66.89,No,36.36,0,1,1,0,1,0
055255,79.75,No,47.95,0,1,1,0,1,0
055256,73.68,No,73.4,0,1,1,0,1,0
055258,76.7,No,33.72,0,1,1,0,1,0
055259,9.72,No,41.79,1,0,1,0,1,0
055261,32.65,No,72.92,1,0,1,0,1,0
055262,32.2,No,58,1,0,1,0,1,0
055268,79.73,Yes,87.5,0,1,0,1,1,0
055271,91.49,Yes,42.22,0,1,0,1,1,0
555719,80.43,Yes,20.73,0,1,0,1,1,0
055276,58.97,Yes,30.56,1,0,0,1,1,0
055280,68,No,LNE,0,1,1,0,0,1
055282,75.93,Yes,47.06,0,1,0,1,1,0
055283,100,No,100,0,1,1,0,0,1
055286,30.43,Yes,90.48,1,0,0,1,0,1
055287,75.64,No,59.68,0,1,1,0,1,0
055288,73.96,Yes,88.17,0,1,0,1,1,0
055289,76.92,No,79.17,0,1,1,0,1,0
055292,61.64,Yes,22.41,1,0,0,1,1,0
055293,74.32,Yes,27.67,0,1,0,1,1,0
055296,58.7,No,48.78,1,0,1,0,1,0
055297,60,No,28.75,1,0,1,0,1,0
055298,68,No,72.31,0,1,1,0,1,0
055299,41.33,Yes,62.71,1,0,0,1,1,0
055303,0,Yes,100,1,0,0,1,0,1
055304,85.71,Yes,47.89,0,1,0,1,1,0
055305,60.34,No,51.16,1,0,1,0,1,0
055307,70.67,Yes,59.72,0,1,0,1,1,0
055308,65.15,Yes,55.46,0,1,0,1,1,0
055310,25.2,No,92.62,1,0,1,0,0,1
055311,72.5,Yes,48.78,0,1,0,1,1,0
055315,67.02,Yes,60.24,0,1,0,1,1,0
055316,59.78,No,55.68,1,0,1,0,1,0
055318,78.95,Yes,43.14,0,1,0,1,1,0
555659,80.69,Yes,63.85,0,1,0,1,1,0
055322,66.97,No,61.86,0,1,1,0,1,0
055328,62.34,Yes,62.07,1,0,0,1,1,0
055329,71.15,No,62.22,0,1,1,0,1,0
055330,80,No,45,0,1,1,0,1,0
055331,88.89,No,75.56,0,1,1,0,1,0
055335,51.69,Yes,70.83,1,0,0,1,1,0
555764,84.15,Yes,58.02,0,1,0,1,1,0
055338,77.11,No,34.15,0,1,1,0,1,0
055341,7.94,No,43.18,1,0,1,0,1,0
055342,62.12,Yes,80.6,1,0,0,1,1,0
055344,80.85,No,48.1,0,1,1,0,1,0
055350,49.37,No,37.31,1,0,1,0,1,0
055353,55.07,Yes,57.41,1,0,0,1,1,0
055354,9.43,Yes,62.59,1,0,0,1,1,0
055356,68.75,No,81.82,0,1,1,0,1,0
055360,47.92,No,86.36,1,0,1,0,1,0
055361,97.96,Yes,67.39,0,1,0,1,1,0
055364,49.59,No,57.14,1,0,1,0,1,0
055367,88.24,No,33.33,0,1,1,0,1,0
055372,62.35,Yes,20.27,1,0,0,1,1,0
055374,58.85,No,44.17,1,0,1,0,1,0
055376,56.99,Yes,61.64,1,0,0,1,1,0
555839,32.5,No,56.76,1,0,1,0,1,0
555875,69.23,Yes,70.18,0,1,0,1,1,0
055387,61.64,No,54.1,1,0,1,0,1,0
055388,5.36,No,46.15,1,0,1,0,1,0
555878,71.74,Yes,46.99,0,1,0,1,1,0
555762,35.56,Yes,90.2,1,0,0,1,0,1
055394,41.11,Yes,56.63,1,0,0,1,1,0
555856,0,Yes,73.53,1,0,0,1,1,0
555703,79.71,Yes,76.47,0,1,0,1,1,0
055401,87.27,No,77.78,0,1,1,0,1,0
055402,67.9,Yes,72.54,0,1,0,1,1,0
055407,14.55,Yes,44.08,1,0,0,1,1,0
055408,82.69,No,40.38,0,1,1,0,1,0
055409,63.4,Yes,60.14,1,0,0,1,1,0
055410,76.72,No,66.04,0,1,1,0,1,0
055412,53.23,Yes,62.96,1,0,0,1,1,0
055417,68.75,No,86.21,0,1,1,0,1,0
055423,64.29,No,71.43,1,0,1,0,1,0
055430,75.5,Yes,30.16,0,1,0,1,1,0
055434,51.43,Yes,48.21,1,0,0,1,1,0
055435,63.08,No,77.46,1,0,1,0,1,0
055438,83.05,No,78.45,0,1,1,0,1,0
055441,2.17,No,LNE,1,0,1,0,0,1
055443,68.42,Yes,68.67,0,1,0,1,1,0
055446,73.24,Yes,86.96,0,1,0,1,1,0
055448,40.91,Yes,39.74,1,0,0,1,1,0
055449,88.04,Yes,34.94,0,1,0,1,1,0
055454,80.85,Yes,36.59,0,1,0,1,1,0
055457,86.42,Yes,21.54,0,1,0,1,1,0
055459,74.12,Yes,51.47,0,1,0,1,1,0
055461,68.97,Yes,25.93,0,1,0,1,1,0
055462,83.17,No,56.04,0,1,1,0,1,0
055464,97.37,No,LNE,0,1,1,0,0,1
055466,0,Yes,100,1,0,0,1,0,1
055473,76.19,Yes,32.58,0,1,0,1,1,0
055474,73.74,No,43.24,0,1,1,0,1,0
055475,79.17,Yes,65.88,0,1,0,1,1,0
055476,93.94,No,75.86,0,1,1,0,1,0
055480,0,No,51.16,1,0,1,0,1,0
055481,71.23,No,84.09,0,1,1,0,1,0
055488,67.57,Yes,63.89,0,1,0,1,1,0
055489,53.85,Yes,94.87,1,0,0,1,0,1
055491,63.79,No,90.2,1,0,1,0,0,1
055493,62.77,Yes,69.41,1,0,0,1,1,0
055494,69.66,Yes,97.89,0,1,0,1,0,1
055497,59.52,Yes,90.28,1,0,0,1,0,1
055499,77.59,Yes,96.36,0,1,0,1,0,1
055500,65.31,Yes,73.17,0,1,0,1,1,0
055504,17.39,Yes,27.66,1,0,0,1,1,0
055505,45.28,No,57.89,1,0,1,0,1,0
055507,84.72,Yes,70.59,0,1,0,1,1,0
055508,21.26,No,38.38,1,0,1,0,1,0
055510,75,Yes,63.93,0,1,0,1,1,0
055512,69.09,No,97.73,0,1,1,0,0,1
055516,69.49,Yes,84.91,0,1,0,1,1,0
055517,54.72,Yes,68.09,1,0,0,1,1,0
055518,2.5,Yes,87.5,1,0,0,1,1,0
055519,60.87,Yes,30.99,1,0,0,1,1,0
055523,6.54,No,63.33,1,0,1,0,1,0
055525,80.77,Yes,32.65,0,1,0,1,1,0
055526,75,Yes,LNE,0,1,0,1,0,1
055527,72.41,No,50.67,0,1,1,0,1,0
055531,84.51,No,30.67,0,1,1,0,1,0
055534,50.98,No,86.67,1,0,1,0,1,0
055538,74.07,No,25,0,1,1,0,1,0
055539,31.25,No,96.88,1,0,1,0,0,1
055540,58,No,62.79,1,0,1,0,1,0
055541,82.35,No,LNE,0,1,1,0,0,1
055542,86.49,Yes,42.86,0,1,0,1,1,0
055544,85.45,No,26.83,0,1,1,0,1,0
055548,44.79,No,52.24,1,0,1,0,1,0
555684,90,No,49.35,0,1,1,0,1,0
055551,81.32,Yes,69.57,0,1,0,1,1,0
055557,81.82,Yes,68.63,0,1,0,1,1,0
055559,82.54,Yes,40.98,0,1,0,1,1,0
055562,70.97,No,46.43,0,1,1,0,1,0
055563,81.25,No,63.64,0,1,1,0,1,0
055565,76.54,No,40.8,0,1,1,0,1,0
055566,0,No,77.78,1,0,1,0,1,0
555667,73.73,No,13.86,0,1,1,0,1,0
055568,83.06,No,65.52,0,1,1,0,1,0
055570,43.75,Yes,65.71,1,0,0,1,1,0
055571,79.07,No,35.59,0,1,1,0,1,0
055573,73.49,Yes,62.03,0,1,0,1,1,0
055575,51.61,No,26.58,1,0,1,0,1,0
055581,26.67,Yes,44.44,1,0,0,1,1,0
055585,57.89,Yes,79.69,1,0,0,1,1,0
055597,85.29,No,35.29,0,1,1,0,1,0
055598,60.53,No,63.89,1,0,1,0,1,0
055601,76.77,No,71.91,0,1,1,0,1,0
055604,79.87,Yes,66.18,0,1,0,1,1,0
555819,36.23,No,33.33,1,0,1,0,1,0
055608,65.57,Yes,LNE,0,1,0,1,0,1
055612,75,No,95.45,0,1,1,0,0,1
055617,65.67,No,31.25,0,1,1,0,1,0
055619,72.04,Yes,53.7,0,1,0,1,1,0
055622,60.81,Yes,47.54,1,0,0,1,1,0
055626,55.56,No,49.59,1,0,1,0,1,0
055632,4.05,Yes,32.35,1,0,0,1,1,0
055635,69.11,Yes,78.51,0,1,0,1,1,0
055640,62.32,No,100,1,0,1,0,0,1
055645,62.4,Yes,52.29,1,0,0,1,1,0
055646,55.36,Yes,66.67,1,0,0,1,1,0
055649,72.73,No,73.33,0,1,1,0,1,0
055650,12,Yes,52.05,1,0,0,1,1,0
555686,13.41,Yes,56.52,1,0,0,1,1,0
055653,81.7,No,46.67,0,1,1,0,1,0
055656,62.96,No,81.82,1,0,1,0,1,0
055658,76.74,No,61.36,0,1,1,0,1,0
555677,70.67,Yes,LNE,0,1,0,1,0,1
055662,43.9,No,98.77,1,0,1,0,0,1
055664,61.7,No,28.74,1,0,1,0,1,0
055670,62.16,No,76.19,1,0,1,0,1,0
055671,87.5,No,53.13,0,1,1,0,1,0
055674,60.42,No,41.77,1,0,1,0,1,0
555854,69.77,No,43.28,0,1,1,0,1,0
055677,61.22,No,37.84,1,0,1,0,1,0
055684,50.88,No,78.72,1,0,1,0,1,0
055685,23.44,Yes,64.15,1,0,0,1,1,0
055689,46.99,Yes,59.09,1,0,0,1,1,0
055693,25,No,44.19,1,0,1,0,1,0
055697,76.14,Yes,LNE,0,1,0,1,0,1
055698,12.63,Yes,50.65,1,0,0,1,1,0
555630,35.48,No,53.85,1,0,1,0,1,0
055704,68.89,No,45.45,0,1,1,0,1,0
055706,62.16,Yes,46.72,1,0,0,1,1,0
055707,62.26,Yes,46.67,1,0,0,1,1,0
055708,0,No,44.44,1,0,1,0,1,0
055710,8.7,Yes,66.15,1,0,0,1,1,0
055711,17.65,No,78.95,1,0,1,0,1,0
055715,63.64,No,36.36,1,0,1,0,1,0
055718,89.36,No,33.33,0,1,1,0,1,0
055719,58.62,Yes,86.79,1,0,0,1,1,0
055728,17.44,No,65.38,1,0,1,0,1,0
055733,21.15,Yes,92,1,0,0,1,0,1
055734,59.57,Yes,86.84,1,0,0,1,1,0
055735,69.49,Yes,49.09,0,1,0,1,1,0
055737,44.35,Yes,57.45,1,0,0,1,1,0
055739,74.19,Yes,54.12,0,1,0,1,1,0
055742,75.68,Yes,73.61,0,1,0,1,1,0
055744,58.06,Yes,25.93,1,0,0,1,1,0
055748,97.44,Yes,48.48,0,1,0,1,1,0
055750,83.19,No,42.61,0,1,1,0,1,0
055753,87.43,No,26.32,0,1,1,0,1,0
055755,58.44,Yes,50.82,1,0,0,1,1,0
055756,68,Yes,63.64,0,1,0,1,1,0
055758,67.39,Yes,27.5,0,1,0,1,1,0
055760,58.43,No,LNE,1,0,1,0,0,1
055761,56.1,Yes,84.85,1,0,0,1,1,0
055764,84,Yes,25.61,0,1,0,1,1,0
055775,70.73,No,57.5,0,1,1,0,1,0
055776,85.71,Yes,82.48,0,1,0,1,1,0
555779,0,Yes,65.75,1,0,0,1,1,0
055795,7.45,No,33.73,1,0,1,0,1,0
055797,75.97,Yes,60,0,1,0,1,1,0
055798,48.57,Yes,53.98,1,0,0,1,1,0
055799,62.75,Yes,34.78,1,0,0,1,1,0
055800,54.41,Yes,75.47,1,0,0,1,1,0
055806,68.84,No,71.19,0,1,1,0,1,0
055807,76.19,Yes,86.84,0,1,0,1,1,0
055809,71.43,No,53.85,0,1,1,0,1,0
055816,80,No,37.66,0,1,1,0,1,0
055817,64.52,Yes,53.57,0,1,0,1,1,0
055818,68.29,No,LNE,0,1,1,0,0,1
055826,68.63,No,76.19,0,1,1,0,1,0
055830,67.24,Yes,69.57,0,1,0,1,1,0
055833,83.91,Yes,46.59,0,1,0,1,1,0
055839,69.23,Yes,68.42,0,1,0,1,1,0
055845,58.41,Yes,77.08,1,0,0,1,1,0
055846,24.53,Yes,76.74,1,0,0,1,1,0
055848,79.31,Yes,20.99,0,1,0,1,1,0
055849,82.02,Yes,72.37,0,1,0,1,1,0
055850,83.33,Yes,65.96,0,1,0,1,1,0
055853,75.93,Yes,86.27,0,1,0,1,1,0
055854,63.74,No,80.49,1,0,1,0,1,0
055855,72,Yes,66.67,0,1,0,1,1,0
055856,89.58,No,40.43,0,1,1,0,1,0
055858,75.53,Yes,71.6,0,1,0,1,1,0
055861,69.23,Yes,85,0,1,0,1,1,0
055862,76.92,No,30.56,0,1,1,0,1,0
055866,19.67,Yes,80.43,1,0,0,1,1,0
055869,33.33,No,82.35,1,0,1,0,1,0
055870,80.65,No,31.94,0,1,1,0,1,0
055871,81.82,Yes,48.65,0,1,0,1,1,0
055872,62.22,No,46.43,1,0,1,0,1,0
055873,76.36,Yes,61.05,0,1,0,1,1,0
055874,81.32,No,40.74,0,1,1,0,1,0
055876,83.33,No,28.81,0,1,1,0,1,0
055884,73.28,Yes,50.94,0,1,0,1,1,0
055885,56.41,Yes,46.6,1,0,0,1,1,0
055886,55.36,Yes,79.31,1,0,0,1,1,0
055887,85.71,No,46.59,0,1,1,0,1,0
055888,68.97,Yes,65.31,0,1,0,1,1,0
055890,83.87,Yes,52.05,0,1,0,1,1,0
055892,81.25,No,42.42,0,1,1,0,1,0
055894,78.57,No,48.78,0,1,1,0,1,0
055899,70.08,No,34.62,0,1,1,0,1,0
055906,58.89,Yes,59.74,1,0,0,1,1,0
055910,11.7,Yes,65.85,1,0,0,1,1,0
055914,12.5,Yes,100,1,0,0,1,0,1
055916,86.32,Yes,58.75,0,1,0,1,1,0
055917,82.35,No,70.69,0,1,1,0,1,0
055918,75.28,Yes,33.78,0,1,0,1,1,0
055919,57.47,No,88.24,1,0,1,0,1,0
555790,37.04,Yes,68.85,1,0,0,1,1,0
055922,67.33,Yes,68.97,0,1,0,1,1,0
055929,55.17,Yes,82.5,1,0,0,1,1,0
055932,60.95,Yes,50.63,1,0,0,1,1,0
055935,73.91,Yes,63.16,0,1,0,1,1,0
555673,67.29,No,58.33,0,1,1,0,1,0
055952,83.23,No,40,0,1,1,0,1,0
055954,50,Yes,38.67,1,0,0,1,1,0
055955,63.25,No,85.22,1,0,1,0,1,0
055956,57.14,Yes,LNE,1,0,0,1,0,1
055957,90.48,Yes,45.57,0,1,0,1,1,0
055959,85,Yes,56.76,0,1,0,1,1,0
055960,67.07,Yes,78.21,0,1,0,1,1,0
055962,55.71,Yes,73.53,1,0,0,1,1,0
055963,72.46,Yes,20.16,0,1,0,1,1,0
055964,39.58,Yes,27.85,1,0,0,1,1,0
055968,54.02,Yes,33.33,1,0,0,1,1,0
055975,50,No,66.07,1,0,1,0,1,0
055977,0,No,83.54,1,0,1,0,1,0
055979,81.54,Yes,49.09,0,1,0,1,1,0
055983,31.17,No,61.43,1,0,1,0,1,0
055984,68.75,No,57.53,0,1,1,0,1,0
055987,68.22,Yes,56.9,0,1,0,1,1,0
055988,78.9,Yes,62.37,0,1,0,1,1,0
055989,71.43,Yes,LNE,0,1,0,1,0,1
055991,0,No,85.25,1,0,1,0,1,0
055992,74.44,Yes,21.13,0,1,0,1,1,0
055995,67.57,Yes,56.84,0,1,0,1,1,0
055996,67.31,Yes,65.88,0,1,0,1,1,0
555822,52.74,Yes,67.62,1,0,0,1,1,0
056007,79.55,No,30.86,0,1,1,0,1,0
056008,60,No,51.47,1,0,1,0,1,0
056010,69.87,Yes,63.08,0,1,0,1,1,0
056014,47.92,Yes,24,1,0,0,1,1,0
056017,56.3,Yes,75.23,1,0,0,1,1,0
056019,8.96,No,22.45,1,0,1,0,1,0
056021,77.91,No,50,0,1,1,0,1,0
056023,81.89,No,19.81,0,1,1,0,1,0
056024,16.84,Yes,58.33,1,0,0,1,1,0
056026,8.93,No,43.86,1,0,1,0,1,0
056031,61.95,No,57.45,1,0,1,0,1,0
056035,81.82,Yes,66.67,0,1,0,1,1,0
056037,58.59,Yes,71.08,1,0,0,1,1,0
555757,87.5,No,LNE,0,1,1,0,0,1
056039,59.32,No,57.39,1,0,1,0,1,0
056040,81.29,Yes,69.12,0,1,0,1,1,0
056042,55.56,No,35.71,1,0,1,0,1,0
056043,80,Yes,44.81,0,1,0,1,1,0
056048,43.62,Yes,84.88,1,0,0,1,1,0
555841,84.62,No,57.89,0,1,1,0,1,0
056052,78.33,Yes,44.34,0,1,0,1,1,0
056053,13.48,No,51.25,1,0,1,0,1,0
056055,67.53,No,88.61,0,1,1,0,0,1
056056,74.48,Yes,28.21,0,1,0,1,1,0
056058,59.72,Yes,63.16,1,0,0,1,1,0
056062,73.17,Yes,62.86,0,1,0,1,1,0
056063,81.11,No,LNE,0,1,1,0,0,1
056065,68.12,Yes,66.67,0,1,0,1,1,0
056066,83.87,Yes,64.84,0,1,0,1,1,0
056069,67.46,No,50.58,0,1,1,0,1,0
056071,0,Yes,87.18,1,0,0,1,1,0
056072,56,Yes,95.52,1,0,0,1,0,1
056073,62.64,Yes,52.56,1,0,0,1,1,0
056074,61.48,No,92.68,1,0,1,0,0,1
056076,71.08,Yes,41.54,0,1,0,1,1,0
056077,0,Yes,100,1,0,0,1,0,1
056078,13.13,No,38.81,1,0,1,0,1,0
056079,80.7,No,49.82,0,1,1,0,1,0
056080,68.6,No,43.56,0,1,1,0,1,0
056082,76.14,Yes,21.28,0,1,0,1,1,0
056083,40.68,No,87.04,1,0,1,0,1,0
056084,74.69,No,59.59,0,1,1,0,1,0
555701,53.41,No,76.47,1,0,1,0,1,0
056086,56.45,No,49.12,1,0,1,0,1,0
056090,77.44,Yes,80.52,0,1,0,1,1,0
056092,66.67,No,62.5,0,1,1,0,1,0
056095,70.59,Yes,81.82,0,1,0,1,1,0
056096,41.54,Yes,47.17,1,0,0,1,1,0
056098,67.82,No,71.79,0,1,1,0,1,0
056100,71.88,Yes,48.81,0,1,0,1,1,0
056101,61.46,No,78.57,1,0,1,0,1,0
056103,70.97,Yes,32.46,0,1,0,1,1,0
056104,72,Yes,28.95,0,1,0,1,1,0
056105,61.64,Yes,63.45,1,0,0,1,1,0
056107,100,No,LNE,0,1,1,0,0,1
056109,73.68,No,70,0,1,1,0,1,0
056110,66.67,Yes,66.95,0,1,0,1,1,0
056111,10,No,50,1,0,1,0,1,0
056113,91.73,No,34.11,0,1,1,0,1,0
056114,7.37,No,26.74,1,0,1,0,1,0
056115,58.06,No,39.47,1,0,1,0,1,0
056116,66.43,Yes,60.8,0,1,0,1,1,0
056117,59.82,No,57.84,1,0,1,0,1,0
056118,81,No,49.43,0,1,1,0,1,0
555792,61.29,Yes,63.24,1,0,0,1,1,0
056120,76.19,Yes,75,0,1,0,1,1,0
056121,70.11,Yes,40.74,0,1,0,1,1,0
056122,97.06,No,37.04,0,1,1,0,1,0
056124,88.24,Yes,64.18,0,1,0,1,1,0
056125,32.91,No,74.67,1,0,1,0,1,0
056127,83.16,Yes,17.65,0,1,0,1,1,0
056129,50.3,Yes,79.31,1,0,0,1,1,0
056132,50,Yes,98.65,1,0,0,1,0,1
056133,71.54,Yes,66.14,0,1,0,1,1,0
056136,67.82,Yes,66.67,0,1,0,1,1,0
056137,56.25,No,51.85,1,0,1,0,1,0
056138,45,No,88.89,1,0,1,0,0,1
056139,74.68,Yes,82.35,0,1,0,1,1,0
056143,6.67,No,LNE,1,0,1,0,0,1
056144,66.25,Yes,LNE,0,1,0,1,0,1
056145,78.13,No,LNE,0,1,1,0,0,1
056148,73.75,Yes,43.42,0,1,0,1,1,0
056149,14.86,No,41.14,1,0,1,0,1,0
056150,53.62,Yes,33.9,1,0,0,1,1,0
056151,84.09,No,0,0,1,1,0,1,0
056153,56.6,Yes,78.82,1,0,0,1,1,0
056155,81.91,No,92.5,0,1,1,0,0,1
056157,28.3,No,55.32,1,0,1,0,1,0
056158,79.57,No,83.15,0,1,1,0,1,0
056159,72.63,Yes,58.14,0,1,0,1,1,0
056162,15.22,Yes,64.29,1,0,0,1,1,0
056164,70.59,No,35.62,0,1,1,0,1,0
056166,18.81,No,22.22,1,0,1,0,1,0
056167,66.67,No,LNE,0,1,1,0,0,1
056168,75.56,No,58.54,0,1,1,0,1,0
056169,57.69,No,66.06,1,0,1,0,1,0
056170,75,Yes,23.26,0,1,0,1,1,0
555748,0,No,80.39,1,0,1,0,1,0
555688,72.54,No,59.13,0,1,1,0,1,0
056174,55.56,No,0,1,0,1,0,1,0
056176,78.99,Yes,27.93,0,1,0,1,1,0
056177,83.62,Yes,48.98,0,1,0,1,1,0
